0	0	0	0.83	0.87	0.89	0.91	0.93	0.94	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.94
0	0	0	0.83	0.87	0.89	0.9	0.93	0.94	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.94
0	0	0	0.82	0.87	0.89	0.9	0.925	0.935	0.94	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.94
0	0	0	0.82	0.86	0.88	0.9	0.925	0.935	0.94	0.94	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.94
0	0	0	0.82	0.86	0.88	0.897	0.92	0.93	0.94	0.94	0.94	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.94
0	0	0	0.81	0.85	0.875	0.897	0.915	0.93	0.94	0.94	0.94	0.94	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.94
0	0	0	0.8	0.83	0.87	0.897	0.9	0.92	0.94	0.94	0.94	0.94	0.94	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.94
0	0	0	0	0.82	0.865	0.895	0.9	0.91	0.94	0.94	0.94	0.94	0.94	0.94	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.94
0	0	0	0	0.82	0.86	0.895	0.9	0.9	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.94
0	0	0	0	0.81	0.85	0.895	0.9	0.9	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.94	0.94
0	0	0	0	0.81	0.84	0.89	0.895	0.895	0.92	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94
0	0	0	0	0.81	0.835	0.88	0.895	0.895	0.92	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94
0	0	0	0	0.8	0.83	0.87	0.895	0.895	0.9	0.91	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94
0	0	0	0	0.8	0.82	0.86	0.895	0.89	0.9	0.9	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.945	0.945	0.945	0.945	0.945	0.945	0.945	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94
0	0	0	0	0.8	0.82	0.85	0.89	0.89	0.9	0.9	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94
0	0	0	0	0	0.815	0.84	0.88	0.885	0.895	0.9	0.92	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94
0	0	0	0	0	0.815	0.83	0.87	0.88	0.895	0.9	0.92	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94
0	0	0	0	0	0.81	0.825	0.87	0.88	0.89	0.89	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9
0	0	0	0	0	0.8	0.81	0.875	0.87	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89
0	0	0	0	0	0	0.8	0.85	0.85	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87
0	0	0	0	0	0	0	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83
